"매출_금액","매출_금액2","자본_금액","순이익_금액","종업원_수","설립_일자","순이익금액코드","매출증가코드","차입의존코드","이익보상배수코드","산재_비율","industry","추계_금액","예치_금액","최근_계약_일자","최근_활동자","단체_명","대표자","전화번호","시군구코드","주소","TARGET"
88812200000,88812200000,10607600000,4440610000,422,"20201012",1118,1114,1119,1121,7.5,"비철금속 제련  정련 및 합금 제",0,0,"20201012","no","영구아스트론화공유한공사","브라운알렉산더가빈","no",21,"서울 중구 을지로1가",0
83188800000,83188800000,35888600000,76320,559,"20201012",1116,1114,1119,1121,7.5,"신용카드 및 할부금융업",7632,3351,"20201012","no","에스에이치씨매니지먼트(주)","김성원","02-6262-7000",21,"서울 중구 충무로1가 21",0
71084893000,71084893000,5000000000,22124509,632,"20080407",1118,1114,1119,1121,9,"정보서비스업",6776,7311,"20201012","no","에스케이마케팅앤컴퍼니(주)","문종훈","02-6390-3616",21,"서울 중구 남대문로4가 45 상공회의소회관 5층",0
69997400000,69997400000,141409500000,45031000,142,"20120302",1118,1114,1119,1121,6,"금융업",16799,6373,"20201012","no","농협금융지주(주)","김광수","02-2080-5114",21,"서울 중구 새문안로 16",0
58568431800,58568431800,5007551000,7070,65,"20201012",1116,1114,1119,1121,7.5,"액체연료 및 관련제품 도매업",707,0,"20201012","no","대우조선해양이엔알(주)","김진석","02-3455-6062",21,"서울 중구 다동 85 대우조선해양빌딩 4층",0
57707849700,57707849700,0,-8598115,577079,"19650114",1116,1114,1119,1121,8,"창고 및 운송관련 서비스업",0,0,"20201012","no","동방","우상용","02-2190-8100",21,"서울 중구 동호로 374-2",0
56577234400,56577234400,240810000,14162903,605,"20001208",1118,1114,1119,1121,8,"자동차 및 부품 판매업",4801,3655,"20201012","no","엔카네트워크(주)","박성철","02-754-0269",21,"서울 중구 남대문로5가 253 2층",0
53816438300,53816438300,1000000000,2690821915,538165,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",0,0,"20201012","no","제주리조트제일차(유)","이범기","02-2002-3867",21,"서울 중구 회현동1가 203",0
48641539100,48641539100,6531888400,2432076955,22,"20201012",1118,1114,1119,1121,7.5,"외국은행",0,0,"20201012","no","맥쿼리은행서울지점","메아리조이스아이린바바라림스트","no",21,"서울 중구 소공로 109",0
47739805000,47739805000,6364108500,162820,722,"20201012",1117,1114,1119,1121,7.5,"남자용 정장 제조업",16282,10649,"20201012","no","에프엔씨코오롱(주)","제환석","02-3677-8114",21,"서울 중구 무교동 45 코오롱빌딩 14층",0
44274650800,44274650800,5793606500,2213732540,8,"20201012",1118,1114,1119,1121,7.5,"재 보험업",0,0,"20201012","no","스코리인슈어런스아시아퍼시픽피티이엘티디","김정산","02-779-7267",21,"서울 중구 을지로5길 26, 23층",0
44066400000,44066400000,1489100000,2203320000,440664,"20201012",1118,1114,1119,1121,7.5,"철강 압연  압출 및 연신제품 제",0,0,"20201012","no","동국인터네셔날아이앤씨","장세주","no",21,"서울 중구 수하동",0
42931681800,42931681800,1712571900,2146584090,24,"20201012",1118,1114,1119,1121,7.5,"기타 화학물질 및 화학제품 도매",0,0,"20201012","no","켐크로스한국지점","전길영","02-2259-1313",21,"서울 중구 남대문로5가 84-11 연세빌딩 4층",0
42110691100,42110691100,1000000000,2577772,14,"20091201",1117,1114,1119,1121,8,"도매 및 상품 중개업",258,0,"20201012","no","(주)쌍용인터내셔널","이윤호","02-2270-5352",21,"서울 중구 을지로1가 100 비동 12층",0
34226469900,41328321300,100000000,32180904,27,"20110303",1118,1114,1119,1121,18,"수상 운송업",516,0,"20201012","no","시노코페트로케미컬(주)","김남덕","02-779-2279",21,"서울 중구 북창동 21번지 해남빌딩 10층",0
39760444900,39760444900,100000000,15450693,77,"20190702",1118,1114,1119,1121,8,"도매 및 상품 중개업",0,0,"20201012","no","(주)대림피앤피","황영호","02-6945-0500",21,"서울 중구 세종대로 39, 13층",0
34939164400,34939164400,303750000,49090,80,"20201012",1116,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",4909,4851,"20201012","no","연합자산관리(주)","김석민","02-2179-2400",21,"서울 중구 서소문로 116, 4층 5층 6층",0
33809809600,33809809600,392400000,1690490480,80,"20201012",1118,1114,1119,1121,7.5,"액체연료 및 관련제품 도매업",0,0,"20201012","no","(주)휴론","김성달","02-726-7303~7",21,"서울 중구 서소문동 21-1 효성빌딩 3층",0
32889325900,32889325900,56250000,24205066,2230,"20180201",1118,1114,1119,1121,8,"음식점 및 주점업",10882,1525,"20201012","no","투썸플레이스(주)","이영상","02-1577-4410",21,"서울 중구 을지로 170",0
31702100000,31702100000,10491100000,1585105000,317021,"20201012",1118,1114,1119,1121,7.5,"화학물질 및 화학제품 도매업",0,0,"20201012","no","유니드강소화공유한공사","이화영","no",21,"서울 중구 소공동 50 동양화학빌딩",0
31069929500,31069929500,4200000000,198820,408,"20201012",1117,1114,1119,1121,7.5,"가정용 비전기식 조리 및 난방",19882,5236,"20201012","no","동양매직(주)","","02-3472-7784",21,"서울 중구 남대문로5가 84-11 연세세브란스빌딩",0
30481900000,30481900000,100000,1524095000,304819,"20201012",1118,1114,1119,1121,7.5,"",0,0,"20201012","no","오씨아이케미칼","","02-727-9500",21,"서울 중구 소공동 동양화학빌딩",0
28234752000,28234752000,0,1411737600,282348,"20201012",1118,1114,1119,1121,7.5,"기타 항공 운송지원 서비스업",0,0,"20201012","no","(주)베트남항공","루안뚜언","02-757-8920",21,"서울 중구 순화동 5-2번지 순화빌딩 901호",0
27998040300,27998040300,0,60758078,279981,"19650317",1118,1114,1119,1121,8,"출판업",0,0,"20201012","no","중앙일보","장남원","02-756-2003",21,"서울 중구 순화동 중앙일보사건물 7",0
27688698700,27688698700,103531266000,1384434935,40,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 교육기관",0,0,"20201012","no","(학)가톨릭학원(수익사업)","정진석","02-585-5038",21,"서울 중구 명동2가 1",0
25328552100,25328552300,12693701000,70851410,104,"19970604",1118,1114,1119,1121,6,"금융업",0,0,"20201012","no","미래에셋캐피탈(주)","이구범/이만희","02-3774-7491",21,"서울 중구 을지로5길 26, 19층",0
24803947500,24803947500,29625512700,1240197375,4565,"20201012",1118,1114,1119,1121,7.5,"대학교",0,0,"20201012","no","(학)동국대학교","서인렬","02-2260-3114",21,"서울 중구 필동 3가26",0
24737765900,24737765900,2030000000,2100,38,"20201012",1116,1114,1119,1121,7.5,"단독 및 연립주택 건설업",210,0,"20201012","no","대한리츠(주)","윤호원","02-6000-8300",21,"서울 중구 남대문로4가 45",0
22166861200,22166861200,11000000000,18670,47,"20201012",1116,1114,1119,1121,7.5,"외국은행",1867,1681,"20201012","no","교통은행서울지점","왕융칭","02-2022-6888",21,"서울 중구 을지로 29, 6층",0
21443563700,21443563700,10000000,1072178185,7,"20201012",1118,1114,1119,1121,7.5,"상품 종합 도매업",0,0,"20201012","no","(주)라온플러스","김도성","02-777-6428",21,"서울 중구 소공로 35, 2층 213호",0
1222445000,21408690600,1000000000,197190180,4,"20080925",1118,1114,1119,1121,7,"부동산업",0,0,"20201012","no","(주)지이엔피에스제1호위탁관리부동산투자회사","한병학","02-390-2700",21,"서울 중구 퇴계로 173, 23층",0
20893531100,20893531100,12698334000,-23063363,1394,"19670808",1116,1114,1119,1121,8,"숙박업",39001,31450,"20201012","no","(주)신세계조선호텔","한채양","02-771-0500",21,"서울 중구 소공로 106",0
21835927100,20541976600,3275037000,10438066,36,"19870914",1118,1114,1119,1121,8,"소매업  자동차 제외",3333,3019,"20201012","no","한화역사(주)","박병열","02-390-4000",21,"서울 중구 한강대로 405",0
20153152100,20153152100,500000000,1007657605,93,"20201012",1118,1114,1119,1121,7.5,"화물운송 중개  대리 및 관련서",0,0,"20201012","no","대림에이치앤엘(주)","기의석","02-3708-3300",21,"서울 중구 남대문로4가 45 상공회의소회관 11층",0
20144581600,20144581600,2286000000,16287575,157,"19821123",1118,1114,1119,1121,7,"의료용 물질 및 의약품 제조업",4836,4836,"20201012","no","한국와이어스(주)","이동수","02-317-2114",21,"서울 중구 회현동3가 1-11 10층",0
18174260600,18174260600,0,63281893,181743,"19530801",1118,1114,1119,1121,6,"금융업",0,0,"20201012","no","씨제이","김창식","02-726-8114",21,"서울 중구 을지로6가 프레야타운 1층 307,3호",0
17743447200,17743447200,6147536000,15960,73,"20201012",1116,1114,1119,1121,7.5,"그외 기타 여신금융업",1596,452,"20201012","no","메리츠종합금융(주)","김동훈","02-777-7711",21,"서울 중구 태평로1가 84 파이낸스빌딩 5층",0
17561144700,17561144700,210000000,878057235,1,"20201012",1118,1114,1119,1121,7.5,"외항 화물 운송업",0,0,"20201012","no","브라이트해운(주)","오용균","02-775-9933",21,"서울 중구 서소문동 75-95 유원빌딩 5층",0
17316601400,17316601400,5012458300,110633425,82,"20140425",1118,1114,1119,1121,6,"금융업",8022,5412,"20201012","no","두산밥캣(주)","스캇성철박/박상현","02-3398-0993",21,"서울 중구 장충단로 275",0
14021598700,16380662800,0,101989612,100000,"19950325",1118,1114,1119,1121,8,"항공 운송업",0,0,"20201012","no","중국남방항공(주)","간지앙","02-775-9070",21,"서울 중구 서소문동 58-7번지",0
14417313200,15432765200,15000000,1008156,54,"20150225",1117,1114,1119,1121,8,"도매 및 상품 중개업",3650,2507,"20201012","no","두산밥캣코리아(주)","박상현/박형원","02-3398-8019",21,"서울 중구 장충단로 275",0
15122013500,15122013500,1600000000,12200,101,"20201012",1116,1114,1119,1121,7.5,"아파트 건설업",1220,149,"20201012","no","(주)영조주택","윤호원","02-6000-8300",21,"서울 중구 남대문로4가 45",0
15118763400,15118763400,7630300000,755938170,151188,"20201012",1118,1114,1119,1121,7.5,"비주거용 건물 임대업",0,0,"20201012","no","(주)맥쿼리센트럴오피스기업구조조정부동산투자회사","조주현/김정호","02-3705-8716",21,"서울 중구 소공동 110 소공동한화빌딩 6층",0
14036802900,14036802900,993757000,22750,1,"20201012",1116,1114,1119,1121,7.5,"외항 화물 운송업",2275,153,"20201012","no","(주)씨앤라인","임경섭","02-3706-4330",21,"서울 중구 장교동 1번지",0
13968237700,13968237700,550000000,8720,290,"20201012",1116,1114,1119,1121,7.5,"일반 화물자동차 운송업",872,512,"20201012","no","롯데로지스틱스(주)","","02-2095-3114~5",21,"서울 중구 봉래동1가 48-3 11층",0
13847200000,13847200000,0,692360000,138472,"20201012",1118,1114,1119,1121,7.5,"",0,0,"20201012","no","가와데쓰쇼지(주)서울지점","기타사까야스히로","02-753-2785",21,"서울 중구 서소문동 58-7 동화빌딩 1301호",0
13809728000,13809728000,0,690486400,33,"20201012",1118,1114,1119,1121,7.5,"정기 항공 운송업",0,0,"20201012","no","싱가폴에어라인즈리미티드(주)","시아치첸","02-3455-6500",21,"서울 중구 소공동 50번지 OCI주식회사 16층",0
13460381500,13460381500,10000000,-203510,5,"20170808",1116,1114,1119,1121,8,"사업지원 서비스업",0,0,"20201012","no","(주)슝마오투어","박건","02-3789-0208",21,"서울 중구 퇴계로75길 7, 402호",0
13343444500,13343444500,32316611500,25120,112,"20201012",1116,1114,1119,1121,7.5,"위성 및 기타 방송업",2512,680,"20201012","no","티유미디어(주)","박병근","1599-7114",21,"서울 중구 남대문로5가 267 SK남산그린빌딩 12층",0
9419943300,13066967900,50000000,2438765,90,"20080201",1117,1114,1119,1121,8,"창고 및 운송관련 서비스업",0,0,"20201012","no","주성씨앤에어(주)","박진수","02-756-3994",21,"서울 중구 필동로 47, 3층",0
13000000000,13000000000,500000000,8134460,130000,"20120605",1118,1114,1119,1121,36,"종합 건설업",0,0,"20201012","no","(주)쌍용타운개발피에프브이","백민철","02-561-5631",21,"서울 중구 수표로 34, 2층",0
12399319900,12399319900,0,619965995,123994,"20201012",1118,1114,1119,1121,7.5,"화물운송 중개  대리 및 관련서",0,0,"20201012","no","중국국제항공고빈유한공사","가항우","02-776-6207",21,"서울 중구 서소문동 47-2번지",0
12327173300,12327173300,12500000,8570,33,"20201012",1116,1114,1119,1121,7.5,"그외 기타 여신금융업",857,0,"20201012","no","예스자산대부(주)","심상돈","02-2263-9888",21,"서울 중구 수표로 23, 4층",0
11133842900,11133842900,448720000,7852104,7,"20151218",1118,1114,1119,1121,7,"부동산업",44,0,"20201012","no","디에이치씨개발(주)","김송규","02-515-5152",21,"서울 중구 삼일대로 343",0
11055475400,11055475400,2400000000,10650,52,"20201012",1116,1114,1119,1121,7.5,"선물 중개업",1065,749,"20201012","no","동양선물(주)","배영효","02-3788-9114",21,"서울 중구 태평로1가 84 파이낸스빌딩 2층",0
10865279900,10865279900,3000000,543263995,108653,"20201012",1118,1114,1119,1121,7.5,"기타 투자기관",0,0,"20201012","no","(유)에스와이오투자목적회사","박병무","02-3404-7389",21,"서울 중구 통일로2길 16, 16층",0
10718852400,10718852400,6000000000,8222836,1057,"20171010",1118,1114,1119,1121,8,"출판업",43798,519,"20201012","no","한화에스앤씨(주)","김경한","02-6313-3114",21,"서울 중구 을지로 100",0
10634011300,10634011300,50000000,6708566,123,"20180701",1118,1114,1119,1121,8,"도매 및 상품 중개업",1663,0,"20201012","no","(주)다비치안경체인","김인규","02-752-6177",21,"서울 중구 소공로 62, 3층",0
10451785500,10451785500,45700000,317393,76,"19810729",1117,1114,1119,1121,11,"의복  의복 액세서리 및 모피제품 제조업",909,0,"20201012","no","상우무역(주)","장상익/장위수","032-674-5001",21,"서울 중구 무교로 15",0
11717200,10265789200,6484700,1471551,1,"20111213",1117,1114,1119,1123,11,"의복  의복 액세서리 및 모피제품 제조업",0,0,"20201012","no","지지","최보민","02-775-0159",21,"서울 중구 을지로45길 62, B1층",0
10073860700,10073860700,200000000,3210,25,"20201012",1116,1114,1119,1121,7.5,"화물운송 중개  대리 및 관련서",321,306,"20201012","no","디케이에스앤드(주)","박자홍","02-771-2830",21,"서울 중구 수하동 66 페럼타워 21층",0
9922290800,9922290800,0,22398170,99223,"19910313",1118,1114,1119,1121,7,"부동산업",0,0,"20201012","no","파인트리환경산업(주)","민은기","02-752-7141",21,"서울 중구 남대문로2가 해운센타빌딩본관905",0
9855746600,9855746600,10000000,25601,29,"20170607",1116,1114,1119,1121,8,"사업지원 서비스업",29,0,"20201012","no","(주)빅보스투어","장지에","02-753-9888",21,"서울 중구 장충단로 275, 비2에프",0
9504344600,9504344600,491400000,-9842663,198,"20100723",1116,1114,1119,1121,8,"소매업  자동차 제외",949,755,"20201012","no","엘씨앤씨(주)","이윤규","02-6713-5555",21,"서울 중구 을지로2가 198 오퍼스11빌딩 14층",0
9369649500,9369649500,6776000,528844,69,"20011218",1117,1114,1119,1121,8,"도매 및 상품 중개업",30,0,"20201012","no","댄포스코리아(주)","김성엽/오지원","02-567-0090",21,"서울 중구 퇴계로 10, 15층",0
9303885800,9303885800,4355000000,27554398,353,"19950726",1118,1114,1119,1121,7,"의료용 물질 및 의약품 제조업",10959,1341,"20201012","no","(주)한화베이시스","임중환","02-728-7407",21,"서울 중구 소공로 109 (소공동,소공동한화빌딩)",0
9243600500,9243600500,5000000,3510,29,"20201012",1116,1114,1119,1121,7.5,"비주거용 건물 개발 및 공급업",351,0,"20201012","no","(주)디엠씨플래닝","장평열","02-557-6888",21,"서울 중구 을지로 264",0
9060231600,9060231600,12600000000,-3396212,129,"20050823",1116,1114,1119,1121,9,"정보서비스업",1809,0,"20201012","no","브로드밴드미디어(주)","임진채","02-6337-6600",21,"서울 중구 남대문로5가 84-11 연세세브란스빌딩 7층",0
9004534600,9004534600,346324800,2870,7142,"20201012",1116,1114,1119,1121,7.5,"대학교",287,0,"20201012","no","(학)인제학원","이순형","02-2270-0531",21,"서울 중구 마른내로 34",0
9000484100,9000484100,30000000,852023,9,"20100211",1117,1114,1119,1121,8,"도매 및 상품 중개업",0,0,"20201012","no","(주)아이엠에스코퍼레이션","김민상","02-3789-8858",21,"서울 중구 삼일대로 363, 제1,2동 22층 10,1",0
8995650200,8995650200,120000000,5761384,37,"20110110",1118,1114,1119,1121,8,"창고 및 운송관련 서비스업",855,0,"20201012","no","도이그로코리아(주)","김희철/토마스카를프레스","02-3789-8406",21,"서울 중구 서소문로 115, 8층",0
8964200000,8964200000,16885000000,448210000,89642,"20201012",1118,1114,1119,1121,7.5,"",0,0,"20201012","no","에이치에이치아이씨홍콩","성경철","02-450-8633",21,"서울 중구 충무로1가",0
8780675400,8780675400,518280300,439033770,87807,"20201012",1118,1114,1119,1121,7.5,"정기 항공 운송업",0,0,"20201012","no","타이항공(주)","수티촉로리짓","02-3707-0123",21,"서울 중구 세종대로 92",0
8777934200,8777934200,2860000000,438896710,53,"20201012",1118,1114,1119,1121,7.5,"외국은행",0,0,"20201012","no","(주)유에프제이은행","스즈끼이치로","02-752-3834",21,"서울 중구 소공동 1 롯데빌딩 22층",0
8862983000,8580966700,20000000,275393,11,"20041011",1117,1114,1119,1123,8,"도매 및 상품 중개업",76,0,"20201012","no","(주)제이엘피코퍼레이션","이대열","02-581-5738",21,"서울 중구 삼일대로 363, 1405호",0
8573079500,8573079500,2230759500,194120,850,"20201012",1117,1114,1119,1121,7.5,"호텔업",19412,4119,"20201012","no","한화개발(주)","","02-771-2200",21,"서울 중구 태평로2가 23 서울프라자호텔",0
8502979700,8502979700,3091292700,22860,53,"20201012",1116,1114,1119,1121,7.5,"인테리어 디자인업",2286,1364,"20201012","no","(주)중앙디자인","변인근/임명환/최의종","02-311-6500",21,"서울 중구 남산동2가 26-5",0
8396426400,8396426300,16050000000,-15188914,117,"20191113",1116,1114,1119,1121,18,"수상 운송업",0,0,"20201012","no","흥아라인(주)","구현철","02-3449-3234",21,"서울 중구 세종대로12길 12, 3층",0
6821756000,8274305800,1231121000,-1661577,276,"20150105",1116,1114,1119,1121,8,"사업지원 서비스업",6366,4989,"20201012","no","롯데멤버스(주)","전형식","1899-8900",21,"서울 중구 통일로2길 16, 14층",0
8159688400,8159688400,1000000,407984420,81597,"20201012",1118,1114,1119,1121,7.5,"그외 기타 금융지원 서비스업",0,0,"20201012","no","퍼스트홈론제육차유동화전문(유)","최난주","02-3702-3540",21,"서울 중구 봉래동1가 25",0
7859631800,7859631800,50000000,392981590,2,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",0,0,"20201012","no","(주)보고비씨씨투자목적회사","이재우","02-3788-0770",21,"서울 중구 소공동 110 소공동한화빌딩 11층",0
7695143100,7695143100,4159016500,162710,452,"20201012",1117,1114,1119,1121,7.5,"신문 발행업",16271,0,"20201012","no","(주)서울신문사","고광헌","02-2000-9000",21,"서울 중구 세종대로 124",0
6451336300,7474713800,50000000,20067682,23,"20031017",1118,1114,1119,1121,18,"수상 운송업",1197,0,"20201012","no","(주)한성라인","구현철","02-3455-9600",21,"서울 중구 세종대로 64",0
7398545700,7398545700,500000000,1310,80,"20201012",1116,1114,1119,1121,7.5,"산업플랜트 건설업",131,0,"20201012","no","STX산업플랜트(주)","이강식","02-311-9231",21,"서울 중구 남대문로5가 581 서울시티타워빌딩 16층",0
7267300000,7267300000,1239700000,363365000,72673,"20201012",1118,1114,1119,1121,7.5,"동물용 사료 및 조제식품 제조업",0,0,"20201012","no","씨제이심양사료","김창수","no",21,"서울 중구 남대문로5가 CJ빌딩",0
7121351900,7121351900,5000000,356067595,4,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",0,0,"20201012","no","(주)케이알앤씨","김봉환","02-758-0814",21,"서울 중구 청계천로 30",0
6980069000,6980069000,5000000,2214305,10,"20090304",1117,1114,1119,1121,8,"소매업  자동차 제외",0,0,"20201012","no","(주)인코미디어넷","서홍은","02-2277-1101",21,"서울 중구 충무로9길 29, 5층",0
6974839300,6974839300,50000000,3010,15,"20201012",1116,1114,1119,1121,7.5,"기타 화학물질 및 화학제품 도매",301,187,"20201012","no","아데카코리아(주)","","02-753-4278",21,"서울 중구 소공동 91-1 서울센터빌딩 1105호",0
6927060300,6927060300,39291000,-950598,6,"20090310",1116,1114,1119,1121,8,"소매업  자동차 제외",8,0,"20201012","no","(주)더원에너지","김성태","1544-5275",21,"서울 중구 세종대로 72, 3층 305호",0
6739855500,6739855500,0,336992775,67399,"20201012",1118,1114,1119,1121,7.5,"정기 항공 운송업",0,0,"20201012","no","아메리칸항공","박윤경","no",21,"서울 중구 서소문로 106, 9층",0
6549981000,6549981000,7323300,327499050,1,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",0,0,"20201012","no","(주)국민행복기금","이계문","02-2128-8167",21,"서울 중구 세종대로 124",0
6528425800,6528425700,255000000,3587439,57,"20070330",1117,1114,1119,1121,36,"전문직별 공사업",208,0,"20201012","no","동림건설(주)","김영호","070-8189-0100",21,"서울 중구 장충단로8가길 1",0
5577122600,6510470100,1296780000,3640069,55772,"20020619",1117,1114,1119,1121,8,"창고 및 운송관련 서비스업",0,0,"20201012","no","보잉코리아(유)","에릭그랜트존","02-785-9325",21,"서울 중구 세종대로 136, 16층",0
6330102100,6330102100,1000000,316505105,63302,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",0,0,"20201012","no","기은십오차유동화전문(유)","현상호","02-729-6965",21,"서울 중구 을지로2가 50",0
6316407200,6316407200,0,59014,63165,"20040618",1116,1114,1119,1121,8,"도매 및 상품 중개업",0,0,"20201012","no","꼬망스","김성건","02-2232-7588",21,"서울 중구 남창동 49 원아동복 181호",0
553797300,6215406100,90210600,3434139,277,"20100603",1117,1114,1119,1121,8,"출판업",7274,789,"20201012","no","뱅크웨어글로벌(주)","이경조/이은중","02-501-6415",21,"서울 중구 통일로 86, 312호",0
803061900,6205660800,135000000,22889226,150,"20070220",1118,1114,1119,1121,8,"사업지원 서비스업",298,112,"20201012","no","참좋은여행(주)","윤대승","02-2188-4000",21,"서울 중구 서소문동 21-1 미스빌딩 11층",0
6048276400,6048276400,60000000,3250,9,"20201012",1116,1114,1119,1121,7.5,"방직용 섬유 및 사 도매업",325,197,"20201012","no","(주)하인텍스","김시영","02-775-9500",21,"서울 중구 충무로2가 62-7 505호",0
5989289000,5989289000,1000000,299464450,59893,"20201012",1118,1114,1119,1121,7.5,"그외 기타 분류안된 금융업",0,0,"20201012","no","프론티어제십일차유동화전문(유)","송위규","02-3455-2522",21,"서울 중구 다동 39",0
5788900700,5788900700,370000000,289445035,9,"20201012",1118,1114,1119,1121,7.5,"재 보험업",0,0,"20201012","no","임플로이어스리인슈어런스코포레이션한국지점","신영수","no",21,"서울 중구 다동 111 국제빌딩 15층",0
5670246100,5670246100,2501495000,283512305,105,"20201012",1118,1114,1119,1121,7.5,"자산운용회사",0,0,"20201012","no","미래에셋맵스자산운용(주)","정상기/유정헌","02-3774-2080",21,"서울 중구 수하동 67 미래에셋센터원빌딩 이스트타워",0
6099236300,5629835100,100000000,582855,36,"20091102",1117,1114,1119,1121,8,"도매 및 상품 중개업",1825,0,"20201012","no","(주)안국루브텍","안영준","02-2270-1872",21,"서울 중구 퇴계로 229",0
5594513300,5594513300,0,2194278,55946,"19860218",1117,1114,1119,1121,16,"섬유제품 제조업  의복제외",0,0,"20201012","no","성광","김민금","02-3393-1031",21,"서울 중구 을지로6가 밀리오레상가건물 5층 207호",0
5571882100,5571882100,45000000,1634494,32,"19951130",1117,1114,1119,1121,8,"도매 및 상품 중개업",343,0,"20201012","no","베링거인겔하임동물약품(주)","스테판조셉월터","02-709-0072",21,"서울 중구 통일로 10, 16층",0
5571651300,5571651300,30000000,278582565,55,"20201012",1118,1114,1119,1121,7.5,"화물운송 중개  대리 및 관련서",0,0,"20201012","no","(주)발해물류","김양명","02-771-8895",21,"서울 중구 남대문로5가 21-1 신남문빌딩 7층",0
5561633100,5561633100,5000000,278081655,32,"20201012",1118,1114,1119,1121,7.5,"기술 및 직업훈련학원",0,0,"20201012","no","(사)함께만드는세상","김성수","02-2274-9637",21,"서울 중구 수표로 7, 7층",0
