"매출_금액","매출_금액2","자본_금액","순이익_금액","종업원_수","설립_일자","순이익금액코드","매출증가코드","차입의존코드","이익보상배수코드","산재_비율","industry","추계_금액","예치_금액","최근_계약_일자","최근_활동자","단체_명","대표자","전화번호","시군구코드","주소","TARGET"
505540863600,505540863600,58922803500,2029060,2483,"20201012",1117,1114,1119,1121,7.5,"제강업",202906,193596,"20180331","no","동국제강(주)","장세욱/김연극","02-317-1114",21,"서울 중구 을지로5길 19",1
504803750800,504803750800,8200000000,201290,743,"20201012",1117,1114,1119,1121,7.5,"생명 보험업",20129,18211,"20140701","김진한(1000020027)","오렌지라이프생명보험(주)","정문국","1588-5005",21,"서울 중구 세종대로7길 37",1
462030578800,462030578800,22581000000,46900,28,"20201012",1116,1114,1119,1121,7.5,"외국은행",4690,4334,"20190831","류호(1000029094)","크레디트스위스은행서울지점","류태경","02-3707-3800",21,"서울 중구 소공로 109",1
457366509800,457366509800,300000000,40410,30,"20201012",1116,1114,1119,1121,7.5,"외국은행",4041,3962,"20201012","신중섭(1000018315)","스테이트스트리트은행서울지점","임영규","02-3706-4500",21,"서울 중구 을지로5길 26, 서관 31층",0
408718626200,408718626200,57142935500,20435931310,1745,"20201012",1118,1114,1119,1121,7.5,"증권 중개업",0,0,"20160414","김진한(1000020027)","미래에셋증권(주)","조웅기","1588-9200",21,"서울 중구 을지로5길 26",1
402053511500,402053511500,18513817000,369650,1365,"20201012",1117,1114,1119,1121,7.5,"체인화 편의점",36965,33472,"20201012","김대성(0001581468)","(주)코리아세븐","최경호","1577-0711",21,"서울 중구 청계천로 100",0
399766496900,399766496900,82117065500,3303080,5730,"20201012",1117,1114,1119,1121,7.5,"석유화학계 기초화학물질 제조업",330308,120001,"20201012","유서욱(0001573835)","한화솔루션(주)","이구영/김희철/류두형","02-729-2700",21,"서울 중구 청계천로 86",0
376351528300,376351528300,31033632000,438490,1251,"20201012",1117,1114,1119,1121,7.5,"손해 보험업",43849,55321,"20160531","신중섭(1000018315)","롯데손해보험(주)","최원진","1588-3344",21,"서울 중구 소월로 3",0
369912252400,369912252400,16745588500,1590190,1378,"20201012",1117,1114,1119,1121,7.5,"합성고무 제조업",159019,135605,"20120727","임경훈(0001022388)","금호석유화학(주)","박찬구/문동준","02-6961-1114",21,"서울 중구 청계천로 100",0
369134300000,369134300000,62684700000,2889900,2555,"20201012",1117,1114,1119,1121,7.5,"신용카드 및 할부금융업",288990,255992,"20201012","최재천(1000018320)","신한카드(주)","임영진","1544-7000",21,"서울 중구 을지로 100, A동",0
364394042200,364394042200,20000000000,1005320,2490,"20201012",1117,1114,1119,1121,7.5,"기타 대형 종합 소매업",100532,95882,"20200329","이아름(1000025084)","(주)호텔신라","이부진","02-2233-3131",21,"서울 중구 동호로 249",1
349521352300,349521352300,4400000000,538180,845,"20201012",1117,1114,1119,1121,7.5,"신용카드 및 할부금융업",53818,55799,"20190901","이성우(0001619832)","비씨카드(주)","이동면","1588-4000",21,"서울 중구 을지로 170",1
332813081600,332813081600,18100000000,16640654080,158,"20201012",1118,1114,1119,1121,7.5,"외국은행",0,0,"20201012","전선아(0001557303)","제이피모간체이스은행서울지점","김용훈","02-758-5600",21,"서울 중구 정동 34-35번지",0
330942785700,330942785700,714601000,148440,679,"20201012",1117,1114,1119,1121,7.5,"기타 육상 운송지원 서비스업",14844,12431,"20201012","신중섭(1000018315)","롯데로지스틱스투자(주)","박찬복","02-2095-3114",21,"서울 중구 통일로 10",0
325370583800,325370583800,61479445500,1690600,1919,"20201012",1117,1114,1119,1121,7.5,"신용카드 및 할부금융업",169060,178874,"20200630","김진한(1000020027)","삼성카드(주)","김대환","1588-8700",21,"서울 중구 세종대로 67",1
306960666900,306960666900,25724176100,174700,900,"20201012",1117,1114,1119,1121,7.5,"생명 보험업",17470,13415,"20201012","육원찬(1000026082)","에이아이에이인터내셔널리미티드","마노즈라마찬드란","02-3707-4800~1",21,"서울 중구 통일로2길 16, 22층",0
305008311900,305008311900,149230106000,936370,1761,"20201012",1117,1114,1119,1121,7.5,"전기통신업",93637,74565,"20160729","문제욱(0001567734)","에스케이브로드밴드(주)","최진환","106",21,"서울 중구 퇴계로 24",0
302848996400,302848996400,1474000000,15142449820,186,"20201012",1118,1114,1119,1121,7.5,"자동차 신품 판매업",0,0,"20140311","김하영(0001568505)","비엠더블유코리아(주)","한상윤","02-3441-7800",21,"서울 중구 퇴계로 100, 14층",1
271050100000,271050100000,5000000000,1786340,3201,"20201012",1117,1114,1119,1121,7.5,"플라스틱 창호 제조업",178634,176122,"20201012","구성림(0009618814)","(주)엘지하우시스","강계웅/강인식","02-3777-1114",21,"서울 중구 후암로 98",0
268745640800,268745640800,5263946500,234840,638,"20201012",1117,1114,1119,1121,7.5,"상품 종합 도매업",23484,22724,"20201012","박강희(0001600829)","(주)대림코퍼레이션","이준우","02-3708-3000-1",21,"서울 중구 세종대로 39, 11층",0
228830666200,228830666200,43486700000,95290,1386,"20201012",1116,1114,1119,1121,7.5,"증권 중개업",9529,11769,"20120928","최상훈(1000021266)","대신증권(주)","오익근","02-769-2000",21,"서울 중구 삼일대로 343",0
227366490700,227366490700,2221800000,11368324535,100,"20201012",1118,1114,1119,1121,7.5,"증권 중개업",0,0,"20070405","배병찬(1000027295)","메릴린치인터내셔날인코포레이티드증권서울지점","김경덕/박승구","02-3707-0400",21,"서울 중구 세종대로 136, 29층",0
211304573000,211304573000,0,431410,683,"20201012",1117,1114,1119,1121,7.5,"기금 운영업",43141,38067,"20180117","김창호(1000026059)","예금보험공사","위성백","02-738-4256",21,"서울 중구 청계천로 30",0
211124164900,211124164900,106254394000,892460,1668,"20201012",1117,1114,1119,1121,7.5,"증권 중개업",89246,7474,"20201012","김환(0001598724)","유안타증권(주)","궈밍쩡","02-3770-2000",21,"서울 중구 을지로 76",0
209664293400,209664293400,13484573500,1984350,3183,"20201012",1117,1114,1119,1121,7.5,"비금융 지주회사",198435,171369,"20201012","박준형(1000027327)","(주)두산","박정원/동현수/김민철","02-3398-0114",21,"서울 중구 장충단로 275",0
186955975800,186955975800,2000000000,1299860,14846,"20201012",1117,1114,1119,1121,7.5,"비알콜 음료점업",129986,122664,"20190331","이아름(1000025084)","(주)스타벅스커피코리아","송데이비드호섭","02-3015-1100",21,"서울 중구 소공로 112",1
183745705700,183745705700,600000000,166270,663,"20201012",1117,1114,1119,1121,7.5,"외항 화물 운송업",16627,0,"20201012","박성미(0001356097)","고려해운(주)","신용화/박정석","02-311-6114",21,"서울 중구 남대문로 63",0
176657498200,176657498200,12724685500,1821580,2118,"20201012",1117,1114,1119,1121,7.5,"기타 기초무기화학물질 제조업",182158,164799,"20190830","이동해(1000021380)","OCI(주)","백우석/이우현/김택중","02-727-9500",21,"서울 중구 소공로 94",1
175090386700,175090386700,19196790000,599880,1153,"20201012",1117,1114,1119,1121,7.5,"냉간 압연 및 압출 제품 제조업",59988,36058,"20201012","김대수(1000021768)","케이지동부제철(주)","이세철","02-3450-8114",21,"서울 중구 한강대로 416, 7층",0
173895374300,173895374300,11901308000,653990,1150,"20201012",1117,1114,1119,1121,7.5,"인쇄용 및 필기용 원지 제조업",65399,51766,"20200617","조영태(0001612420)","한솔제지(주)","한철규","02-3287-6040",21,"서울 중구 을지로 100",1
171621790700,171621790700,5987328000,799310,1428,"20201012",1117,1114,1119,1121,7.5,"기타 도로화물 운송업",79931,70305,"20111230","박철웅(0001505314)","(주)한진","노삼석/류경표","02-728-5114",21,"서울 중구 남대문로 63",0
162550954700,162550954700,5177741000,481930,902,"20201012",1117,1114,1119,1121,7.5,"냉간 압연 및 압출 제품 제조업",48193,34119,"20201012","이동해(1000021380)","유니온스틸(주)","장세욱/이용수","02-2222-0114",21,"서울 중구 을지로5길 19",0
155760695500,155760695500,4922590500,1861990,2745,"20201012",1117,1114,1119,1121,7.5,"백화점",186199,167287,"20171229","이아름(1000025084)","(주)신세계","차정호","1588-1234",21,"서울 중구 소공로 63",0
145845921300,145845921300,19000000000,39480,171,"20201012",1116,1114,1119,1121,7.5,"생명 보험업",3948,3564,"20141231","김진한(1000020027)","아이비케이연금보험(주)","양춘근","02-2270-1600",21,"서울 중구 칠패로 37",0
144574200000,144574200000,273246300000,221370,160,"20201012",1117,1114,1119,1121,7.5,"금융지주회사",22137,17286,"20201012","최재천(1000018320)","(주)신한금융지주회사","조용병","02-6360-3000",21,"서울 중구 세종대로9길 20",0
138089251200,138089251200,61700000000,379740,593,"20201012",1117,1114,1119,1121,7.5,"외국은행",37974,9063,"20201012","허기영(1000026838)","홍콩상하이은행서울지점","마틴트리코드/김도진","02-2004-0123",21,"서울 중구 칠패로 37",0
135827880500,135827880500,2215573400,186290,291,"20201012",1117,1114,1119,1121,7.5,"셔츠 및 외의 도매업",18629,18208,"20121015","이성철(0001596591)","(주)영원무역","성기학","02-390-6114",21,"서울 중구 만리재로 159",0
135303600000,135303600000,150121000000,143410,106,"20201012",1117,1114,1119,1121,7.5,"금융지주회사",14341,11306,"20201012","송권표(0001541108)","(주)하나금융지주","김정태","02-2002-1110",21,"서울 중구 을지로 66",0
115426424400,115426424400,500000000,2130,62,"20201012",1116,1114,1119,1121,7.5,"기타 화학물질 및 화학제품 도매",213,196,"20201012","이미현(0001587577)","(주)케이피아이씨코포레이션","장석산","02-3706-0887",21,"서울 중구 남대문로5길 39",0
115145319900,115145319900,300000000,16580,11,"20201012",1116,1114,1119,1121,7.5,"외국은행",1658,14,"20201012","김은미(1000023955)","대화은행(주)서울지점","탄켄홧","02-739-3916-9",21,"서울 중구 세종대로 136",0
113042619400,113042619400,12008462000,384230,1417,"20201012",1117,1114,1119,1121,7.5,"화물운송 중개  대리 및 관련서",38423,34044,"20201012","신중섭(1000018315)","롯데글로벌로지스(주)","박찬복","02-2170-3355",21,"서울 중구 통일로 10",0
110752449800,110752449800,800000000,43000,236,"20201012",1116,1114,1119,1121,7.5,"사무용 가구 및 기기 도매업",4300,3009,"20201012","문정엽(0001647690)","행복나래(주)","구영모","02-2104-4991",21,"서울 중구 서소문로 89-31, 3층,5층,6층",0
107369155400,107369155400,4397056000,357220,865,"20201012",1117,1114,1119,1121,7.5,"내항 화물 운송업",35722,31363,"20171228","no","에스케이해운(주)","황의균","02-3788-8400",21,"서울 중구 한강대로 416, 21층",0
103989538700,103989538700,368000000,126550,270,"20201012",1117,1114,1119,1121,7.5,"외항 화물 운송업",12655,0,"20201012","이영성(0001634294)","장금상선(주)","정태순/금창원","02-744-1422",21,"서울 중구 세종대로 64",0
103829959900,103829959900,588756000,5191497995,1083,"20201012",1118,1114,1119,1121,7.5,"시계 및 귀금속제품 도매업",0,0,"20110331","이미현(0001587577)","(주)리치몬트코리아","이진원","02-3440-5500",21,"서울 중구 퇴계로 100",0
101615392500,101615392500,2000000000,455000,763,"20201012",1117,1114,1119,1121,7.5,"사무 및 상업용 건물 건설업",45500,45152,"20201012","문형표(0001511843)","신세계건설(주)","윤명규","02-3406-6620",21,"서울 중구 소월로 10, 21층,22층,24층,25층",0
99586251900,99586251900,50540328000,2069890,1038,"20201012",1117,1114,1119,1121,7.5,"시멘트 제조업",206989,10352,"20160525","윤진(1000024013)","쌍용양회공업(주)","홍사승/이현준","02-2270-5114",21,"서울 중구 수표로 34",0
95005188900,95005188900,5000000000,-134476874,1099,"20091230",1116,1114,1119,1121,36,"종합 건설업",61013,0,"20201012","고재균(1000027817)","(주)부영주택","김시병/신명호/이기홍/이세중/이용학/","02-3774-5500-3",21,"서울 중구 세종대로9길 42",0
94914025500,94914025500,5084227900,4745701275,415,"20201012",1118,1114,1119,1121,7.5,"그외 기타 비거주 복지 서비스업",0,0,"20201012","이동해(1000021380)","사회복지법인사회복지공동모금회","예종석","02-6262-3000-15",21,"서울 중구 세종대로21길 39",0
64934527800,89060654600,1026287000,-145421400,106,"20040712",1116,1114,1119,1121,18,"수상 운송업",707,0,"20201012","이미현(0001587577)","폴라리스쉬핑(주)","김완중/한희승","02-2003-1000",21,"서울 중구 세종대로 17, 20층",0
88928137300,88928137300,6943085500,252640,1062,"20201012",1117,1114,1119,1121,7.5,"상호저축은행",25264,0,"20121231","이성우(0001619832)","(주)오케이저축은행","정길호","1899-7979",21,"서울 중구 세종대로 39, 10층",0
64379107500,85280077400,500000000,42857055,963,"20130502",1118,1114,1119,1121,6,"전기장비 제조업",33970,3734,"20201012","백민기(1000027520)","에스케이매직(주)","류권주","1600-1661",21,"서울 중구 통일로 10, 14층",0
81412037900,81412037900,7292283000,553940,10582,"20201012",1117,1114,1119,1121,7.5,"서양식 음식점업",55394,18402,"20201012","동경호(0001585840)","씨제이푸드빌(주)","정성필","1577-0700",21,"서울 중구 마른내로 34",0
79860504500,79860504500,1573340000,117260,597,"20201012",1117,1114,1119,1121,7.5,"완제 의약품 제조업",11726,0,"20191231","이철규(1000015426)","한국엠에스디(유)","아브라함벤쇼산","02-6363-0114",21,"서울 중구 한강대로 416, 23층",1
73565555500,73565555500,156147222000,133950,545,"20201012",1117,1114,1119,1121,7.5,"상호저축은행",13395,0,"20190710","이성우(0001619832)","(주)에스비아이저축은행","임진구/정진문","1566-2210",21,"서울 중구 을지로5길 26, 동관 9층, 10층, 11",1
70294112400,70294112400,22099900000,3514705620,192,"20201012",1118,1114,1119,1121,7.5,"그외 기타 여신금융업",0,0,"20140311","배병찬(1000027295)","비엠더블유파이낸셜서비스코리아(주)","제임스오스키","02-1577-5822",21,"서울 중구 퇴계로 100, 11층 1101호",1
69095936700,69095936700,3500000000,70464958,199,"19890302",1118,1114,1119,1121,7,"화학물질 및 화학제품 제조업  의약품 제외",23079,23062,"20171228","김기운(1000022800)","금호미쓰이화학(주)","박찬구/이시모리히로타카","02-6961-3791",21,"서울 중구 청계천로 100",0
67509351200,67509351100,5000000,48671591,66,"20081001",1118,1114,1119,1121,8,"자동차 및 부품 판매업",2433,0,"20201012","배병찬(1000027295)","(주)재규어랜드로버코리아","백정현","02-6350-7000",21,"서울 중구 을지로5길 26, 13층",0
65977263200,65977263200,4087858800,70477102,249,"20020917",1118,1114,1119,1121,7,"화학물질 및 화학제품 제조업  의약품 제외",15178,16248,"20201012","박문삼(0001617424)","휴켐스(주)","신진용","02-2262-0600",21,"서울 중구 퇴계로 173",0
62348593200,62629326400,1500000000,83104715,2284,"19900302",1118,1114,1119,1121,8,"출판업",76933,0,"20180720","no","(주)교원프라퍼티","장평순","1588-5566",21,"서울 중구 을지로 51",0
60637897900,60637897900,16855100000,90330,170,"20201012",1116,1114,1119,1121,7.5,"생명 보험업",9033,5024,"20201012","이서은(1000021057)","하나생명보험(주)","김인석","080-3488-7000",21,"서울 중구 을지로 66",0
59125759700,59125759700,16054939000,1904500,640,"19660820",1117,1114,1119,1121,6,"전자부품  컴퓨터  영상  음향 및 통신장비 제조업",33195,3786,"20201012","육원찬(1000026082)","한솔테크닉스(주)","박현순","02-3287-7903",21,"서울 중구 을지로 100",0
57707849700,57707849700,3809378500,-8598115,739,"19650114",1116,1114,1119,1121,8,"창고 및 운송관련 서비스업",49177,32107,"20201012","이정덕(0001483743)","(주)동방","김형곤/성경민","02-2190-8100-4",21,"서울 중구 남대문로 63",0
57483014200,57483014200,327883500,2874150710,1165,"20201012",1118,1114,1119,1121,7.5,"보험대리 및 중개업",0,0,"20201012","백민기(1000027520)","지에이코리아(주)","송기흥","070-8280-7080",21,"서울 중구 서소문로 89, 11층",0
55364605100,55364605100,0,21580,33,"20201012",1116,1114,1119,1121,7.5,"액체연료 및 관련제품 도매업",2158,2280,"20201012","권혁만(1000022425)","에스케이비앤티피티이엘티디영업소","장성보","02-6360-0817",21,"서울 중구 한강대로 416, 21층",0
52688649600,54876540100,4444921500,37802286,447,"19800510",1118,1114,1119,1121,7,"화학물질 및 화학제품 제조업  의약품 제외",48518,49696,"20101130","이동해(1000021380)","(주)유니드","이화영/정의승","02-3709-9500",21,"서울 중구 을지로5길 19",0
54585728100,54585728100,2526000000,29193667,1947,"20020829",1118,1114,1119,1121,8,"소매업  자동차 제외",12404,11888,"20201012","이미현(0001587577)","(주)에이비씨마트코리아","이기호","02-587-7880",21,"서울 중구 을지로 100, B동 21층",0
54253546700,54253546700,1000000000,60399645,1486,"20140401",1118,1114,1119,1121,7,"의료용 물질 및 의약품 제조업",56692,58875,"20201012","이미현(0001587577)","에이치케이이노엔(주)","강석희/윤상현","02-6477-0000",21,"서울 중구 을지로 100, 6층, 7층, 8층",0
53048878700,53048878700,512351200,-5077038,1023,"20180904",1116,1114,1119,1121,8,"소매업  자동차 제외",33598,29398,"20181228","no","십일번가(주)","이상호","02-6119-0011",21,"서울 중구 한강대로 416",0
44080050100,49467789200,1940637200,22725905,235,"19860509",1118,1114,1119,1121,9,"우편 및 통신업",10852,11451,"20201012","시장명(0001537546)","한국정보통신(주)","권순배/임명수","1600-1234",21,"서울 중구 세종대로 39, 7층",0
49438154400,49438154400,3035308000,160780,481,"20201012",1117,1114,1119,1121,7.5,"그외 기타 여신금융업",16078,0,"20160930","임원빈(0001564933)","아프로파이낸셜대부(주)","심상돈","1566-7979",21,"서울 중구 세종대로 39, 10층 100호",0
48732029000,48732029000,12163000000,153000,180,"20201012",1117,1114,1119,1121,7.5,"외국은행",15300,0,"20200401","류호(1000029094)","(주)미쓰이스미토모은행서울","료키카즈히코","02-6364-7000",21,"서울 중구 을지로5길 26",1
48127015100,48127015100,1395221700,40601536,216,"19981103",1118,1114,1119,1121,6,"금융 및 보험 관련 서비스업",3249,3256,"20200615","여창엽(0001581428)","(주)케이지이니시스","유승용","1588-4954",21,"서울 중구 통일로 92, 14층, 15층",1
47994283700,47994283700,140000000,11493399,73,"19940902",1118,1114,1119,1121,8,"도매 및 상품 중개업",6003,0,"20140402","강성철(0001531218)","(주)유니드글로벌상사","이종탁/이화영","02-3709-9900",21,"서울 중구 수하동 66번지",0
45603972100,45603972100,860000000,10657454,886,"19970429",1118,1114,1119,1121,9,"컴퓨터 프로그래밍  시스템 통합 및 관리업",37850,37448,"20201012","이동해(1000021380)","(주)신세계아이앤씨","김장욱","02-3397-1234",21,"서울 중구 소공로 48, 남산센트럴타워 10층",0
44933260900,44933260900,1607982000,16045244,1413,"19880614",1118,1114,1119,1121,8,"출판업",33967,0,"20200701","no","(주)교원","장평순","1577-6688",21,"서울 중구 을지로 51",1
45116348800,44728178200,8185161000,-4017328,140,"19990526",1116,1114,1119,1121,8,"창고 및 운송관련 서비스업",4875,0,"20201012","임병민(0001570205)","(주)대우로지스틱스","양석훈","02-750-0422",21,"서울 중구 세종대로 39, 12층",0
44023440900,44023440900,2000000000,253030,275,"20201012",1117,1114,1119,1121,7.5,"석유화학계 기초화학물질 제조업",25303,1930,"20201012","이성우(0001532555)","(주)카프로","권용대","02-399-1200",21,"서울 중구 을지로 51, 14층",0
39604771700,43333726500,1050000000,9943029,346,"19760105",1118,1114,1119,1121,8,"도매 및 상품 중개업",17658,0,"20060830","이광우(0001598589)","(주)필립스코리아","김동희","02-709-1220",21,"서울 중구 소월로2길 30",0
42636371000,42636371000,18956000000,75730,157,"20201012",1116,1114,1119,1121,7.5,"외국은행",7573,5748,"20201012","김은미(1000023955)","(주)중국공상은행","우건군","02-755-5688",21,"서울 중구 태평로2가 310번지 태평로빌딩 1층 과 1",0
52075114000,42458840100,4703235500,21383187,1480,"19720427",1118,1114,1119,1121,6,"스포츠 및 오락관련 서비스업",94186,83667,"20170822","신중섭(1000018315)","(주)파라다이스","박병룡","02-2277-0190",21,"서울 중구 동호로 268",1
36772640400,40936357900,140602000,4118726,200,"19530822",1117,1114,1119,1121,18,"수상 운송업",7001,0,"20081230","이길훈(0001555882)","남성해운(주)","김용규","02-772-8800",21,"서울 중구 삼일대로 363",0
39565458500,39565458500,1209000000,26984012,460,"19590616",1118,1114,1119,1121,7,"의료용 물질 및 의약품 제조업",61239,0,"20191128","이광우(0001598589)","한국화이자제약(주)","오동욱","02-317-2114",21,"서울 중구 퇴계로 110",1
39466791000,39466791000,6642070900,1973339550,32,"20201012",1118,1114,1119,1121,7.5,"외국은행",0,0,"20201012","이철규(1000015426)","중국건설은행(주)서울지점","전민","02-6730-1718",21,"서울 중구 명동11길 24",0
39121467500,39121467400,300000000,5715091,250,"19930518",1118,1114,1119,1121,8,"도매 및 상품 중개업",6432,0,"20201012","이미현(0001587577)","(주)영우디지탈","정인성/정인욱","02-6004-7000",21,"서울 중구 세종대로7길 43",0
39067045800,39067045800,2150000000,-9176028,200,"19850605",1116,1114,1119,1121,7,"화학물질 및 화학제품 제조업  의약품 제외",21741,16561,"20201012","박준형(1000027327)","금호폴리켐(주)","박찬구/스기모토타케시","02-6961-3863",21,"서울 중구 청계천로 100",0
38535557100,38535557100,2545140000,24367239,198,"19990129",1118,1114,1119,1121,7,"화학물질 및 화학제품 제조업  의약품 제외",23379,0,"20201012","이미현(0001587577)","바스프퍼포먼스폴리아마이드코리아(주)","김병연/리금랭","02-3707-3143",21,"서울 중구 세종대로 39",0
37756546100,37756546100,112933700,6090,541,"20201012",1116,1114,1119,1121,7.5,"보험대리 및 중개업",609,0,"20201012","정태균(1000024919)","리더스금융판매(주)","경필호","02-333-8701-3",21,"서울 중구 칠패로 36, 9층",0
22074694500,37387304400,269827000,40490159,2557,"19810928",1118,1114,1119,1121,9,"컴퓨터 프로그래밍  시스템 통합 및 관리업",1090,1154,"20201012","황현경(1000020250)","(주)티시스","김기유/전용인/최창성/김영호","070-8188-0500",21,"서울 중구 동호로 310, 별관 8층",0
26771683400,36065704100,200000000,3514791,123,"20021112",1117,1114,1119,1121,8,"창고 및 운송관련 서비스업",2914,0,"20201012","이미현(0001587577)","유니코로지스틱스(주)","박형주","02-3708-1530",21,"서울 중구 통일로2길 16, 20층",0
35697371800,35697371800,115000000,13968505,920,"19981123",1118,1114,1119,1121,8,"소매업  자동차 제외",10277,0,"20091130","임병민(0001570205)","(주)알라딘커뮤니케이션","최우경","02-6913-2665",21,"서울 중구 서소문로 26",0
32517747900,35115360700,4600000000,-267314,4653,"20170605",1116,1114,1119,1121,36,"전문직별 공사업",29129,25779,"20181228","권혁만(1000022425)","홈앤서비스(주)","김일","02-6266-3853",21,"서울 중구 퇴계로 10, 16층",0
